fecha,turno,equipo,tipo,zona,corte_min,hora_corte,horas_acum,taladros_acum,metros_acum,rop_prom,dureza,horas_restantes,metros_al_corte,metros_fin_turno
2026-04-21,A,SM-01,DTH,OTRO,60,7.5,0.0,0,0.0,0.0,M,11.0,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,120,8.5,0.0,0,0.0,0.0,M,10.0,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,180,9.5,0.0,0,0.0,0.0,M,9.0,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,240,10.5,0.267,1,15.1,56.62,M,8.0,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,300,11.5,0.267,1,15.1,56.62,M,7.0,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,330,12.0,0.267,1,15.1,56.62,M,6.5,15.1,15.1
2026-04-21,A,SM-01,DTH,OTRO,360,12.5,0.267,1,15.1,56.62,M,6.0,,15.1
2026-04-21,A,SM-01,DTH,OTRO,420,13.5,0.267,1,15.1,56.62,M,5.0,,15.1
2026-04-21,A,SM-01,DTH,OTRO,480,14.5,0.267,1,15.1,56.62,M,4.0,,15.1
2026-04-21,A,SM-01,DTH,OTRO,540,15.5,0.267,1,15.1,56.62,M,3.0,,15.1
2026-04-21,A,SM-01,DTH,OTRO,600,16.5,0.267,1,15.1,56.62,M,2.0,,15.1
2026-04-21,A,SM-01,DTH,OTRO,660,17.5,0.267,1,15.1,56.62,M,1.0,,15.1
2026-04-22,B,TD073,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,S,11.0,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,S,10.0,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,S,9.0,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,S,8.0,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,S,7.0,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,S,6.5,0.0,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,S,6.0,,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,S,5.0,,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,S,4.0,,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,S,3.0,,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,S,2.0,,6.0
2026-04-22,B,TD073,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,S,1.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,60,19.5,0.317,1,6.0,18.95,D,11.0,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,120,20.5,0.317,1,6.0,18.95,D,10.0,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,180,21.5,0.317,1,6.0,18.95,D,9.0,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,240,22.5,0.317,1,6.0,18.95,D,8.0,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,300,23.5,0.317,1,6.0,18.95,D,7.0,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,330,0.0,0.317,1,6.0,18.95,D,6.5,6.0,6.0
2026-04-27,B,SM-06,DTH,OTRO,360,0.5,0.317,1,6.0,18.95,D,6.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,420,1.5,0.317,1,6.0,18.95,D,5.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,480,2.5,0.317,1,6.0,18.95,D,4.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,540,3.5,0.317,1,6.0,18.95,D,3.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,600,4.5,0.317,1,6.0,18.95,D,2.0,,6.0
2026-04-27,B,SM-06,DTH,OTRO,660,5.5,0.317,1,6.0,18.95,D,1.0,,6.0
2026-04-30,A,TD012,DTH,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,120,8.5,0.0,0,0.0,0.0,D,10.0,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,180,9.5,0.0,0,0.0,0.0,D,9.0,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,240,10.5,0.333,1,11.33,34.0,D,8.0,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,300,11.5,1.333,3,45.33,34.0,D,7.0,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,330,12.0,1.833,4,62.33,34.0,D,6.5,62.33,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,360,12.5,2.333,5,74.8,32.06,D,6.0,,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,420,13.5,3.333,6,102.0,30.6,D,5.0,,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,480,14.5,4.333,8,131.75,30.4,D,4.0,,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,540,15.5,5.333,10,157.25,29.48,D,3.0,,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,600,16.5,6.333,11,187.0,29.53,D,2.0,,238.0
2026-04-30,A,TD012,DTH,FERROBAMBA,660,17.5,7.333,13,216.75,29.56,D,1.0,,238.0
2026-04-30,A,TD030,DTH,CHALCOBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,120,8.5,0.583,3,15.17,26.0,D,10.0,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,180,9.5,1.583,7,41.17,26.0,D,9.0,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,240,10.5,2.583,11,68.46,26.5,D,8.0,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,300,11.5,2.917,12,83.0,28.46,D,7.0,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,330,12.0,3.25,13,92.0,28.31,D,6.5,92.0,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,360,12.5,3.75,14,105.89,28.24,D,6.0,,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,420,13.5,4.75,16,135.47,28.52,D,5.0,,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,480,14.5,5.75,18,162.04,28.18,D,4.0,,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,540,15.5,6.667,19,187.1,28.06,D,3.0,,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,600,16.5,6.667,19,187.1,28.06,D,2.0,,219.5
2026-04-30,A,TD030,DTH,CHALCOBAMBA,660,17.5,6.917,20,193.17,27.93,D,1.0,,219.5
2026-04-30,A,TD072,DTH,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,M,11.0,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,120,8.5,0.0,0,0.0,0.0,M,10.0,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,180,9.5,1.0,6,36.0,36.0,M,9.0,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,240,10.5,1.667,10,60.0,36.0,M,8.0,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,300,11.5,1.667,10,60.0,36.0,M,7.0,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,330,12.0,1.667,10,60.0,36.0,M,6.5,60.0,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,360,12.5,1.667,10,60.0,36.0,M,6.0,,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,420,13.5,1.667,10,60.0,36.0,M,5.0,,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,480,14.5,1.667,10,60.0,36.0,M,4.0,,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,540,15.5,1.667,10,60.0,36.0,M,3.0,,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,600,16.5,1.667,10,60.0,36.0,M,2.0,,60.0
2026-04-30,A,TD072,DTH,FERROBAMBA,660,17.5,1.667,10,60.0,36.0,M,1.0,,60.0
2026-04-30,A,TD074,DTH,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,120,8.5,0.1,1,0.6,6.0,D,10.0,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,180,9.5,0.6,4,9.0,15.0,D,9.0,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,240,10.5,0.6,4,9.0,15.0,D,8.0,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,300,11.5,1.017,7,24.0,23.61,D,7.0,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,330,12.0,1.517,9,39.0,25.71,D,6.5,39.0,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,360,12.5,2.017,12,54.6,27.07,D,6.0,,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,420,13.5,3.017,18,90.75,30.08,D,5.0,,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,480,14.5,4.017,23,120.2,29.93,D,4.0,,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,540,15.5,4.767,26,141.0,29.58,D,3.0,,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,600,16.5,4.767,26,141.0,29.58,D,2.0,,183.0
2026-04-30,A,TD074,DTH,FERROBAMBA,660,17.5,5.35,29,159.0,29.72,D,1.0,,183.0
2026-04-30,A,TD076,DTH,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,120,8.5,0.167,1,4.03,24.15,D,10.0,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,180,9.5,1.167,2,32.2,27.6,D,9.0,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,240,10.5,2.167,4,64.4,29.72,D,8.0,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,300,11.5,3.167,6,96.6,30.51,D,7.0,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,330,12.0,3.667,7,112.7,30.74,D,6.5,112.7,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,360,12.5,4.167,8,128.8,30.91,D,6.0,,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,420,13.5,5.167,10,161.0,31.16,D,5.0,,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,480,14.5,6.167,12,193.2,31.33,D,4.0,,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,540,15.5,7.167,14,225.4,31.45,D,3.0,,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,600,16.5,8.167,16,257.6,31.54,D,2.0,,273.7
2026-04-30,A,TD076,DTH,FERROBAMBA,660,17.5,8.667,17,273.7,31.58,D,1.0,,273.7
2026-04-30,A,TD077,DTH,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,120,8.5,0.167,1,6.0,36.0,D,10.0,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,180,9.5,1.167,8,48.0,41.14,D,9.0,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,240,10.5,1.417,10,60.0,42.35,D,8.0,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,300,11.5,1.417,10,60.0,42.35,D,7.0,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,330,12.0,1.417,10,60.0,42.35,D,6.5,60.0,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,360,12.5,1.667,12,68.0,40.8,D,6.0,,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,420,13.5,2.667,16,91.5,34.31,D,5.0,,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,480,14.5,3.667,19,114.0,31.09,D,4.0,,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,540,15.5,4.667,22,132.0,28.29,D,3.0,,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,600,16.5,5.667,26,156.0,27.53,D,2.0,,204.0
2026-04-30,A,TD077,DTH,FERROBAMBA,660,17.5,5.917,28,165.0,27.89,D,1.0,,204.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,120,8.5,0.583,3,21.0,36.0,D,10.0,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,180,9.5,1.583,7,55.67,35.16,D,9.0,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,240,10.5,2.583,11,89.0,34.45,D,8.0,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,300,11.5,3.0,12,104.0,34.67,D,7.0,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,330,12.0,3.5,14,122.0,34.86,D,6.5,122.0,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,360,12.5,4.0,17,142.77,35.69,D,6.0,,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,420,13.5,5.0,22,188.67,37.73,D,5.0,,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,480,14.5,6.0,26,224.0,37.33,D,4.0,,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,540,15.5,7.0,32,268.0,38.29,D,3.0,,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,600,16.5,8.0,37,312.0,39.0,D,2.0,,376.0
2026-04-30,A,TD079,DTH,CHALCOBAMBA,660,17.5,9.0,42,345.0,38.33,D,1.0,,376.0
2026-04-30,A,TD091,RTR,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,120,8.5,0.0,0,0.0,0.0,D,10.0,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,180,9.5,0.75,2,19.46,25.94,D,9.0,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,240,10.5,1.5,3,40.74,27.16,D,8.0,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,300,11.5,2.333,5,65.28,27.98,D,7.0,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,330,12.0,2.75,6,76.24,27.72,D,6.5,76.24,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,360,12.5,3.25,6,87.78,27.01,D,6.0,,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,420,13.5,4.083,8,109.62,26.85,D,5.0,,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,480,14.5,5.0,9,134.0,26.8,D,4.0,,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,540,15.5,5.833,11,155.4,26.64,D,3.0,,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,600,16.5,6.7,12,178.3,26.61,D,2.0,,208.2
2026-04-30,A,TD091,RTR,FERROBAMBA,660,17.5,7.6,14,205.7,27.07,D,1.0,,208.2
2026-04-30,A,TD092,RTR,FERROBAMBA,60,7.5,0.0,0,0.0,0.0,D,11.0,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,120,8.5,0.0,0,0.0,0.0,D,10.0,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,180,9.5,0.783,2,15.62,19.94,D,9.0,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,240,10.5,1.533,2,29.5,19.24,D,8.0,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,300,11.5,2.433,4,58.6,24.08,D,7.0,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,330,12.0,2.883,5,73.3,25.42,D,6.5,73.3,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,360,12.5,3.333,6,88.2,26.46,D,6.0,,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,420,13.5,3.833,7,103.0,26.87,D,5.0,,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,480,14.5,4.733,9,133.0,28.1,D,4.0,,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,540,15.5,5.683,11,162.9,28.66,D,3.0,,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,600,16.5,6.533,14,193.34,29.59,D,2.0,,207.7
2026-04-30,A,TD092,RTR,FERROBAMBA,660,17.5,7.283,14,207.7,28.52,D,1.0,,207.7
2026-04-30,B,TD012,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,M,11.0,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,M,10.0,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,M,9.0,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,M,8.0,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,M,7.0,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,M,6.5,0.0,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,M,6.0,,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,M,5.0,,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,M,4.0,,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,M,3.0,,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,M,2.0,,251.4
2026-04-30,B,TD012,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,M,1.0,,251.4
2026-04-30,B,TD030,DTH,CHALCOBAMBA,60,19.5,0.0,0,0.0,0.0,D,11.0,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,120,20.5,0.0,0,0.0,0.0,D,10.0,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,180,21.5,0.0,0,0.0,0.0,D,9.0,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,240,22.5,0.0,0,0.0,0.0,D,8.0,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,300,23.5,0.0,0,0.0,0.0,D,7.0,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,330,0.0,0.0,0,0.0,0.0,D,6.5,0.0,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,360,0.5,0.0,0,0.0,0.0,D,6.0,,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,420,1.5,0.0,0,0.0,0.0,D,5.0,,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,480,2.5,0.0,0,0.0,0.0,D,4.0,,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,540,3.5,0.0,0,0.0,0.0,D,3.0,,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,600,4.5,0.0,0,0.0,0.0,D,2.0,,108.5
2026-04-30,B,TD030,DTH,CHALCOBAMBA,660,5.5,0.0,0,0.0,0.0,D,1.0,,108.5
2026-04-30,B,TD072,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,M,11.0,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,M,10.0,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,M,9.0,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,M,8.0,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,M,7.0,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,M,6.5,0.0,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,M,6.0,,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,M,5.0,,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,M,4.0,,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,M,3.0,,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,M,2.0,,342.0
2026-04-30,B,TD072,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,M,1.0,,342.0
2026-04-30,B,TD074,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,D,11.0,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,D,10.0,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,D,9.0,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,D,8.0,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,D,7.0,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,D,6.5,0.0,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,D,6.0,,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,D,5.0,,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,D,4.0,,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,D,3.0,,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,D,2.0,,333.5
2026-04-30,B,TD074,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,D,1.0,,333.5
2026-04-30,B,TD076,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,D,11.0,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,D,10.0,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,D,9.0,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,D,8.0,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,D,7.0,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,D,6.5,0.0,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,D,6.0,,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,D,5.0,,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,D,4.0,,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,D,3.0,,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,D,2.0,,201.5
2026-04-30,B,TD076,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,D,1.0,,201.5
2026-04-30,B,TD077,DTH,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,M,11.0,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,M,10.0,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,M,9.0,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,M,8.0,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,M,7.0,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,M,6.5,0.0,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,M,6.0,,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,M,5.0,,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,M,4.0,,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,540,3.5,0.0,0,0.0,0.0,M,3.0,,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,600,4.5,0.0,0,0.0,0.0,M,2.0,,362.0
2026-04-30,B,TD077,DTH,FERROBAMBA,660,5.5,0.0,0,0.0,0.0,M,1.0,,362.0
2026-04-30,B,TD079,DTH,CHALCOBAMBA,60,19.5,0.0,0,0.0,0.0,M,11.0,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,120,20.5,0.0,0,0.0,0.0,M,10.0,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,180,21.5,0.0,0,0.0,0.0,M,9.0,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,240,22.5,0.0,0,0.0,0.0,M,8.0,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,300,23.5,0.0,0,0.0,0.0,M,7.0,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,330,0.0,0.0,0,0.0,0.0,M,6.5,0.0,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,360,0.5,0.0,0,0.0,0.0,M,6.0,,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,420,1.5,0.0,0,0.0,0.0,M,5.0,,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,480,2.5,0.0,0,0.0,0.0,M,4.0,,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,540,3.5,0.0,0,0.0,0.0,M,3.0,,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,600,4.5,0.0,0,0.0,0.0,M,2.0,,154.7
2026-04-30,B,TD079,DTH,CHALCOBAMBA,660,5.5,0.0,0,0.0,0.0,M,1.0,,154.7
2026-04-30,B,TD091,RTR,FERROBAMBA,60,19.5,0.0,0,0.0,0.0,D,11.0,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,120,20.5,0.0,0,0.0,0.0,D,10.0,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,180,21.5,0.0,0,0.0,0.0,D,9.0,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,240,22.5,0.0,0,0.0,0.0,D,8.0,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,300,23.5,0.0,0,0.0,0.0,D,7.0,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,330,0.0,0.0,0,0.0,0.0,D,6.5,0.0,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,360,0.5,0.0,0,0.0,0.0,D,6.0,,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,420,1.5,0.0,0,0.0,0.0,D,5.0,,272.0
2026-04-30,B,TD091,RTR,FERROBAMBA,480,2.5,0.0,0,0.0,0.0,D,4.0,,272.0
